"","x","z","y"
"1",-0.212230903141119,1,0
"2",-1.60407728511949,1,0
"3",-2.42907391939742,0,0
"4",-0.327618982602593,1,0
"5",1.88138332493356,1,9
"6",-3.28196929805385,0,0
"7",1.81814265059763,0,4
"8",-0.103593889969293,0,1
"9",1.09525001395099,1,0
"10",1.71066658217081,1,2
"11",-1.01528726058723,0,0
"12",0.713710236619317,0,2
"13",1.5255851125495,1,5
"14",-1.20814072433413,1,0
"15",-0.457182160096782,0,0
"16",0.787739921081452,0,0
"17",-1.73006168604437,0,0
"18",-0.570864216135543,1,0
"19",-0.460991827061562,1,0
"20",-0.463961738507219,1,1
"21",0.982238920636736,0,2
"22",0.811887651590249,1,1
"23",-1.04395806446,1,0
"24",0.46845002375201,0,2
"25",-1.18117055817608,1,0
"26",-0.32833706732045,0,2
"27",1.10624850516725,1,4
"28",1.50130008928695,1,6
"29",0.405454989869036,1,1
"30",1.5821881566157,0,4
"31",0.548491139510633,0,0
"32",-0.326435750768473,0,1
"33",-0.446348051379092,1,2
"34",-0.548589914693368,0,2
"35",-1.11496698237419,1,0
"36",-0.151484335078224,0,0
"37",-1.32494568883088,0,0
"38",0.209398137323098,1,1
"39",0.185181054530114,0,2
"40",0.254380388687777,0,1
"41",0.375785958275871,1,0
"42",1.6608357310501,0,2
"43",0.249035607952879,0,1
"44",0.390374366436479,0,0
"45",0.485417378697185,0,3
"46",-0.59135391199369,1,1
"47",1.37385921404073,1,6
"48",1.55463092682389,0,1
"49",-0.970747906404448,0,0
"50",0.400076142248114,1,1
"51",0.318737965064947,0,2
"52",0.622439447364879,1,1
"53",-0.550325137570229,0,0
"54",0.817207784600319,1,2
"55",-0.323200560841063,0,2
"56",1.17398360656717,1,6
"57",1.72203140441517,1,6
"58",-0.181966953089751,0,1
"59",-0.0489897492163634,0,2
"60",-0.73552838188537,0,1
"61",0.968699150403918,1,6
"62",-0.504441066765625,1,0
"63",-0.64058212554463,1,0
"64",-0.475315329761681,0,0
"65",-0.744837058139229,0,0
"66",0.785152326227765,1,3
"67",0.101849853412832,0,0
"68",0.0766652855558378,0,0
"69",-1.5176792738138,0,0
"70",0.44762480192407,1,1
"71",1.7350272028892,1,2
"72",1.20763761586739,1,5
"73",0.13506647317516,1,1
"74",1.126078691287,1,5
"75",1.41851238415195,1,6
"76",-0.162036485979529,1,0
"77",0.535627676016158,1,1
"78",-0.246541650732707,1,2
"79",1.8136538889686,1,7
"80",-1.27418743653351,1,0
"81",-1.10179624376807,0,0
"82",-0.315552701192797,1,5
"83",0.252286630274088,0,2
"84",0.918346089221955,1,1
"85",0.604779081522998,1,1
"86",-0.994218232997652,1,0
"87",-0.916065934749485,0,0
"88",0.990411061890168,0,0
"89",0.522163210086791,1,1
"90",0.476925644587944,0,1
"91",-1.59011605475943,1,1
"92",-0.177640077419452,0,0
"93",-0.205544681190402,0,2
"94",-0.718333904511337,1,2
"95",0.178763124639729,0,3
"96",1.73725231865738,1,10
"97",0.200586079780896,1,2
"98",0.449071667524214,0,0
"99",-1.22850122501824,0,1
"100",-0.747896751542139,0,1
"101",1.00759869272875,0,1
"102",-0.355731017246419,0,0
"103",-1.09004713855704,1,1
"104",1.38359682469434,1,4
"105",0.74682367890042,0,1
"106",0.732760179178889,1,2
"107",1.22314927422154,1,3
"108",1.72300030032484,1,0
"109",0.878860911563537,1,2
"110",0.29720885170719,1,2
"111",-0.977913255526543,0,0
"112",-0.146569875736394,0,0
"113",0.533561361656485,0,1
"114",-0.150220623847094,0,1
"115",0.918521006877757,0,2
"116",-0.361646168420437,0,0
"117",-0.543373663099226,1,0
"118",1.14171455300367,1,2
"119",-0.261364284535428,1,3
