"","x","z","y"
"1",6.97997048962861,1,20
"2",3.78565330803394,0,0
"3",4.64834520593286,1,1
"4",4.84521622024477,1,0
"5",5.60362679697573,1,6
"6",3.44001437164843,0,0
"7",5.90711144637316,1,3
"8",4.15876388177276,0,0
"9",5.70388908032328,0,0
"10",6.59859936591238,1,15
"11",6.40538959018886,1,1
"12",4.1294335918501,0,1
"13",3.20136362779886,0,0
"14",5.40454645361751,1,3
"15",6.42558631300926,1,5
"16",6.99525682721287,1,13
"17",4.85820921324193,1,1
"18",3.87746373098344,0,0
"19",5.95552775170654,1,4
"20",4.13159728329629,1,1
"21",5.60684611648321,1,2
"22",3.17122836224735,0,0
"23",5.90658199228346,1,4
"24",5.07957360893488,1,3
"25",3.30843896511942,0,0
"26",3.27545722015202,0,0
"27",4.93657658435404,1,1
"28",3.40325605217367,0,1
"29",3.70074765756726,1,0
"30",4.72665771935135,0,0
"31",5.30036510527134,0,1
"32",4.40708123892546,0,0
"33",3.47621836699545,0,0
"34",5.07847419846803,0,0
"35",4.94506354723126,0,2
"36",5.14217780157924,0,0
"37",3.98408197425306,0,0
"38",6.19640872906893,1,5
"39",4.81055911630392,0,0
"40",5.03338447026908,0,1
"41",5.45640267245471,0,0
"42",5.7397730415687,1,4
"43",4.289506142959,0,1
"44",6.11876873951405,1,1
"45",5.90447824634612,0,0
"46",6.69337977934629,1,11
"47",5.72011080756783,1,4
"48",5.65837185457349,1,3
"49",4.18468304723501,0,0
"50",6.62472246401012,0,1
"51",3.40409550908953,1,0
"52",6.6913684355095,1,18
"53",3.83928603492677,0,0
"54",6.74856341257691,1,10
"55",6.11510952748358,1,3
"56",6.64884799998254,1,19
"57",4.97296532988548,0,1
"58",3.21330512035638,0,0
"59",3.89403678942472,0,0
"60",3.98497286159545,0,0
"61",5.22683782223612,1,3
"62",6.67275981418788,1,6
"63",5.48475541267544,1,2
"64",6.71092904359102,1,1
"65",3.0107133993879,0,0
"66",4.74563409667462,1,2
"67",3.63982141762972,0,0
"68",4.34949919302016,0,0
"69",6.29953080508858,1,8
"70",5.17510313447565,1,1
"71",6.11467378865927,1,10
"72",5.70717525202781,1,5
"73",4.48302398715168,1,1
"74",4.39741973951459,0,1
"75",5.80250909179449,0,0
"76",6.38118952978402,1,18
"77",4.83105282578617,1,0
"78",6.75807994697243,1,6
"79",6.18834516778588,1,7
"80",4.39844251330942,1,1
"81",5.93537560012192,1,9
"82",6.11288393381983,1,11
"83",3.41431631240994,0,0
"84",3.67587897926569,0,0
"85",4.62617382965982,0,0
"86",3.78392025828362,0,0
"87",3.10637129098177,0,0
"88",4.99089155718684,0,0
"89",4.72151678614318,1,3
"90",6.30188251566142,1,10
"91",6.212456619367,1,5
"92",5.27459938824177,0,0
"93",3.861363703385,0,0
"94",3.20223554223776,0,1
"95",5.81037090253085,1,6
"96",6.02986171841621,1,3
"97",6.24389727041125,1,7
"98",6.86087786313146,1,12
"99",6.91575786098838,1,12
"100",4.46245833579451,0,1
"101",3.27216964587569,0,0
"102",6.0220414660871,1,5
"103",3.2411043997854,0,0
"104",3.95672940090299,1,2
"105",6.47092197276652,0,1
"106",4.37843962013721,1,0
"107",3.06709148269147,0,0
"108",6.00219385139644,1,6
"109",3.24041337892413,0,0
"110",5.87243445031345,1,1
"111",6.80105791799724,1,15
"112",3.85307194292545,0,0
"113",4.39091698918492,0,0
"114",4.80096606258303,0,0
"115",6.96240112092346,1,8
"116",5.90729895886034,1,5
"117",4.08734162617475,1,0
"118",5.43562302645296,0,1
"119",4.22037303261459,0,0
"120",5.35389799252152,1,3
"121",3.56125159282237,0,0
"122",6.6227381778881,1,8
"123",5.65788941271603,1,1
"124",6.29508079122752,1,9
"125",5.096096242778,1,2
"126",3.11751602869481,0,0
"127",3.0756302671507,0,0
"128",6.3646345147863,1,11
"129",5.47524477820843,1,1
"130",6.28044630680233,1,15
"131",6.60144990123808,1,20
"132",4.55947643425316,0,0
"133",3.97762588690966,0,1
"134",6.18710447661579,1,4
"135",3.50695640780032,0,0
"136",5.30915754195303,0,0
"137",4.53395721781999,0,0
"138",4.09319037664682,0,0
"139",5.90021953638643,0,1
"140",6.88606014102697,1,26
"141",5.3684042301029,0,0
"142",5.25881785340607,0,0
"143",4.61512347776443,0,0
"144",5.96339881513268,1,6
"145",3.96550630033016,0,0
"146",4.83090612199157,1,0
"147",3.90428598970175,0,0
"148",5.80373202543706,1,4
"149",3.48619098495692,0,0
"150",4.66700936388224,0,0
"151",3.17743510659784,0,0
"152",4.51844545826316,1,0
"153",5.62748458888382,1,9
"154",4.52340191882104,0,1
"155",5.6023589046672,1,0
"156",3.63869001157582,0,0
"157",5.50502819661051,0,0
"158",5.63029130268842,1,2
"159",5.10840487200767,0,1
"160",6.60032554157078,1,5
"161",4.22613184247166,0,0
"162",4.48366908915341,0,0
"163",5.21503174770623,1,1
"164",4.79304506629705,0,0
"165",6.36213090457022,1,2
"166",4.14343296084553,0,0
"167",5.31720098201185,1,1
"168",4.09002956654876,0,0
"169",5.11026841960847,0,0
"170",3.78964033070952,0,0
"171",5.68845822755247,0,0
"172",5.0117960460484,1,2
"173",5.73890969436616,1,4
"174",6.94424274377525,1,6
"175",3.65265599265695,0,0
"176",4.37464667204767,1,1
"177",5.67552853468806,1,9
"178",6.70435479655862,1,12
"179",6.20481997262686,1,7
"180",3.65386127401143,0,0
"181",6.82997675519437,1,11
"182",3.30088833346963,0,0
"183",3.57297144271433,0,0
"184",3.46460486389697,0,0
"185",3.26584633812308,0,0
"186",6.41422666423023,1,11
"187",4.49926946032792,0,0
"188",3.8575980393216,0,0
"189",6.54698535427451,1,7
"190",5.35089988447726,0,0
"191",5.28590249828994,1,3
"192",5.74637197051197,0,0
"193",6.50653753522784,1,20
"194",6.0413732836023,1,7
"195",5.39955002628267,0,0
"196",5.91028499230742,1,8
"197",4.31472655851394,0,0
"198",3.53062243387103,0,0
"199",3.40449623018503,0,0
"200",4.71463821269572,1,1
"201",3.97779836412519,1,0
"202",4.2349201804027,0,0
"203",5.77915492095053,1,1
"204",5.3268509209156,1,2
"205",5.10939104761928,0,0
"206",5.09481661114842,0,1
"207",3.81151633244008,0,1
"208",6.9412689274177,1,28
"209",6.10279311053455,1,25
"210",3.46286114212126,0,0
"211",4.24714085832238,0,0
"212",5.53977966774255,0,0
"213",3.54112945590168,0,0
"214",6.5888858102262,1,25
"215",4.38179888017476,0,0
"216",4.78245141729712,0,0
"217",3.87780655361712,0,1
"218",6.32398269698024,1,5
"219",6.78045462816954,1,28
"220",6.79618000332266,1,6
"221",5.04922973923385,0,1
"222",3.82080556359142,0,0
"223",4.68373294454068,0,0
"224",4.60819496866316,0,0
"225",5.90005876217037,1,9
"226",5.91979110147804,1,1
"227",5.5873988578096,0,0
